,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E3,E30,E31,E32,E33,E34,E35,E36,E37,E38,E4,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E5,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E6,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E7,E70,E71,E72,E73,E74,E75,E8,E9,XH221,XH222,XH227,XH228,XH229,XH232,XH234,XH235,XH236,XH237,XH238,XH239_2,XH240,XH241,XH243,XH249,XH250_2,XH251,XH253,XH254,XH255,XH256,XH257,XH258,XH259,XH260,XH261,XH262,XH265,XH272,XH273,XH274,XH427_1,XH427_2
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Blastocatellales.f__Blastocatellaceae.g__JGI_0001001.H03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000153269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Blastocatellales.f__Blastocatellaceae.g__Stenotrophobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Blastocatellales.f__Blastocatellaceae.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000424813,0,0.000163487,0.0001374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246178,0.000167312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000137302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__DS.100.f__DS.100.g__DS.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Pyrinomonadales.f__Pyrinomonadaceae.g__RB41,0.000756734,0.001678139,0,0.002627408,0.000306343,0.000999113,0.000398769,0.000792314,0,0.001005338,0,0.000840545,0.003347919,0,0.002337601,0.003536636,0.007242548,0.003354469,0.004005436,0.005908217,0.001523191,0.0002207,0.000123636,0.000245057,0.000933345,0.000393614,0,0,0,0,0,0,0.000778331,0.008125584,0.0007412,0.011242146,0.000909756,0,0.000266175,0,0,0,0,0.000392905,0,0,0,0,0,0,0,0,0,0,0.001351301,0,0,0,0.001722687,0,0,0,0,0,0,0,0,0,0,0,0,0.001834255,0.001284931,0.002217951,0.000267067,0.000466821,0.000983237,0.000865878,0.001423214,0.000359023,0.000427248,0,0.000509842,0.000483645,0,0.00037749,0.000292292,0,0.000274783,0.000994345,0.000139779,0.000509039,0.001248895,0.000324863,0.001012439,0.000614765,0,0,0.005499457,0.000470398,0.006450983,0.000889999,0.000905309,0.000637545,0.004536529,0.001885121,0.000764972,0.001772949
d__Bacteria.p__Acidobacteriota.c__Holophagae.o__Holophagales.f__Holophagaceae.g__Holophaga,0,0,0,0,0,0.000249778,0,0,0,0,0,0,0,0,0,0,0,0.000204541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Holophagae.o__Subgroup_7.f__Subgroup_7.g__Subgroup_7,0.000766313,0.001365265,0,0.002304196,0.00014789,0.001326408,0.000153373,0.000752196,0,0.000110587,0,0.000458479,0.002839117,0,0.001698413,0.002397535,0.003160196,0.002546533,0.001706397,0.003614687,0.000615329,0,0.000209231,0.000109853,0.000608247,0.000105604,0,0,0,0,0,0,0.000719956,0.001290751,0.000538131,0.007080559,0.000752902,0,0.000183569,0,0,0,0,0.00013471,0,0,0,0,0,0,0,0,0,0,0.001190137,0,0,0,0.000671047,0,0,0,0,0,0,0,0,0,0,0,0,0.000661845,0.000825281,0.000591453,0.000343372,0.000484111,0.001030813,0.000303504,0.001310261,0.000239349,0,0.00022135,0.000169947,0.000334284,0,0.000391472,0,0.000359948,0.00021821,0.000994345,0,0.000581759,0.000895225,0.000294407,0.00030993,0.000641494,0.00025376,0.000166015,0.001020381,0.000537598,0.000322061,0.001063054,0.001252022,0.000148761,0,0.000476958,0.000236777,0.001980422
d__Bacteria.p__Acidobacteriota.c__Subgroup_5.o__Subgroup_5.f__Subgroup_5.g__Subgroup_5,0,0,0,0.000145967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Thermoanaerobaculia.o__Thermoanaerobaculales.f__Thermoanaerobaculaceae.g__Subgroup_10,0.000201157,0.000644709,0,0.000823672,0,0.001145535,0.000143148,0.000431259,0,0.000221174,0,0.000210136,0.001241478,0,0.000611794,0.001084858,0.001098298,0.002710166,0.000756128,0.00157482,0.000716202,0.000100318,0,0,0.00059776,0,0,0,0,0,0,0,0.00078806,0.00158578,0.000314756,0.002579012,0.000470564,0,0,0,0,0,0,0.00019084,0,0,0,0,0,0,0,0,0,0,0.001115753,0,0,0,0.000260406,0,0,0,0,0,0,0,0,0,0,0,0,0.000416017,0.000543223,0.000306288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Subgroup_17.f__Subgroup_17.g__Subgroup_17,0,0.000123253,0,0.000323213,0,0.00011197,0,0,0,0,0,0,0.000203521,0,0.000191756,0,0.000165781,0.000265903,0,0.000274801,0,0,0,0,0.000115357,0,0,0,0,0,0,0,0,0,0,0.000492357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__uncultured.g__uncultured,0,0.000350797,0,0.001438819,0,0.000783787,0.00065439,0.001033016,0,0.000321708,0,0.00011462,0.001353414,0,0.001196194,0.000629217,0.001191549,0.001472694,0.001920974,0.003065086,0.000544717,0,0,0,0.000503377,0,0,0,0,0,0,0,0.000330791,0.002114373,0.00035537,0.003622339,0.000188225,0,0,0,0,0,0,0.000314324,0,0,0,0,0,0,0,0,0,0,0.000781027,0,0,0,0.000580906,0,0,0,0,0,0,0,0,0,0,0,0,0.000567295,0.000313398,0,0,0,0,0.001053336,0,0.001530124,0,0,0.00012996,0,0,0,0,0.003119546,0,0.000155366,0,0.00021816,0.000110522,0,0.000185958,0,0.00016592,0.000124511,0.001126395,0,0.000126873,0,0,0.000106258,0.001189751,0.000317972,0.001129244,0.00016975
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__Vicinamibacteraceae.g__Luteitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000152396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__Vicinamibacteraceae.g__uncultured,0,0.000123253,0,0.000145967,0,0,0,0,0,0,0,0,0.000264577,0,0,0.00015188,0.000196865,0.000122724,0,0.000264232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000375129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__Vicinamibacteraceae.g__Vicinamibacteraceae,0.000124526,0.001156683,0,0.003628326,0,0.000525396,0.000368094,0.000932724,0,0.000261388,0,0.000315204,0.003103694,0,0.004465183,0.001486255,0.002082621,0.002474944,0.002523833,0.004513074,0.001321444,0.00011035,0.000104615,0,0.001143085,0.000211207,0,0,0,0,0,0,0.000359978,0.001524315,0.000345216,0.005556598,0.000271881,0,0,0,0,0,0,0.000291872,0,0,0,0,0,0,0,0,0,0,0.000793424,0,0,0,0.000440687,0,0,0,0,0,0,0,0,0,0,0,0,0.000378197,0.000188039,0.000411905,0.000216197,0.000112383,0,0.002097746,0.00031627,0.000239349,0,0.000250221,0.000229929,0.000227598,0.000158183,0,0,0.000469023,0.000105064,0.000466099,0,0.000538127,0.000397878,0,0.000392578,0,0.0003416,0.000249023,0.000384299,0.000176399,0.000292783,0.000197777,0.000288928,0.000223141,0.000135419,0.000567808,0.000792292,0.000603557
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.__.__.__,0,0.000767962,0,0.002762949,0.000359161,0.000577074,0.000756638,0.001494364,0,0.000180961,0,0.000238791,0.001953801,0,0.002264551,0.001703226,0.003046222,0.003088566,0.003821513,0.006045617,0.000847338,0,0,0.000152104,0.001143085,0.000144005,0,0,0,0,0,0,0.000428082,0.002999459,0.000954421,0.007619807,0.001066611,0,0.000165212,0,0,0,0,0.000471486,0,0,0,0,0,0,0,0,0,0,0.001177739,0,0,0,0.000721125,0,0,0,0,0,0,0,0,0,0,0,0,0.000501111,0.000177592,0.00050696,0.000279784,0.000233411,0.000729499,0.000928364,0.001739484,0,0.000116522,0,0.00083974,0.000896166,0,0.000188745,0.000672272,0,0.000751612,0.001180784,0,0.001105342,0.000618921,0.000406079,0.000247944,0.001193892,0,0,0.000516816,0.001125596,0.000322061,0.00124847,0.001502427,0.000361276,0.000270838,0.000840355,0.000282311,0.002150173
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Acidimicrobiales.f__Acidimicrobiaceae.g__uncultured,0,0,0,0,0,0,0.000173822,0.000100293,0,0,0,0,0,0,0,0,0.000207226,0,0.000255449,0.000359355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000331907,0.000131994,0.000269624,0.000167312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Actinomarinales.f__uncultured.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001056535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173055,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__IMCC26256.f__IMCC26256.g__IMCC26256,0.000431051,0.000900696,0,0.001980983,0.000750013,0.000645978,0.001748448,0.001604686,0,0.000331762,0,0.000372514,0.002299786,0,0.00153405,0.001627286,0.003139473,0.002331765,0.0043835,0.006965143,0.001018823,0.0002207,0.000446993,0.000304208,0.000713117,0,0,0,0,0,0,0,0,0.002888823,0.001035649,0.007572916,0.001265293,0,0,0,0,0,0,0.000886843,0,0,0,0,0,0,0,0,0,0,0.001772808,0,0,0,0.000981531,0,0,0,0,0,0,0,0,0,0,0,0,0.001144046,0.000752155,0.00088718,0.000260708,0.000224766,0.000444043,0.00435617,0.000790675,0.00047015,0.000213624,0,0.000399876,0.000376959,0,0.000181755,0.000233834,0.000316318,0.00021821,0.000901125,0,0.000523583,0.000652078,0.000121824,0.00092979,0.000409843,0,0,0.00046381,0.000327599,0.000575806,0.000865276,0.000635642,0.000488785,0.002553611,0.005314679,0.002140099,0.001395726
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.__.__,0,0,0,0,0,0,0,0.000250732,0,0,0,0,0,0,0,0,0.000331562,0,0.000132833,0.000803264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000799036,0,0.000621307,0.000188225,0,0,0,0,0,0,0.000359228,0,0,0,0,0,0,0,0,0,0,0.000223151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000151279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155366,0,0,0.000143678,0,0,0,0,0,0,0.000126,0,0.000148333,0,0,0,0,0,0.000188612
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Iamiaceae.g__Iamia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224995,0.000183923,0.000359355,0,0,0,0,0,0,0,0.000327526,0,0,0,0,0,0,0,0.000691644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000110172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163633,0,0,0.000201747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__CL500.29_marine_group,0,0,0,0.000114688,0,0.00011197,0,0,0,0,0,0,0,0,0.000136969,0.000282063,0.000445536,0.0003784,0.000286103,0.000369924,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000467129,0,0.00042202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000155366,0,0.000101808,0,0,0,0,0,0,0,0,0,0,0.000134833,0,0,0,0,0.00032064
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__Ilumatobacter,0,0.000161177,0,0.000323213,0,0,0.000112473,0,0,0,0,0,0.000417218,0,0.000109575,0.000271214,0.000248671,0.000439763,0.000122615,0.000443909,0,0,0,0,0.00010487,0,0,0,0,0,0,0,0,0.000184393,0,0.000750258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000886475
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__uncultured,0.000105368,0,0,0,0,0.0007924,0.001002035,0.000240703,0,0,0,0,0.000274753,0,0.000164363,0.000325457,0.000341923,0.001503375,0.001890321,0.001447989,0,0,0,0,0.000115357,0,0,0.003866919,0,0,0,0,0.000359978,0.001057186,0.000406137,0.001852199,0.000481021,0,0,0,0,0,0,0.000774585,0,0,0,0,0,0,0.000117931,0,0,0,0.000285137,0,0,0,0.00016025,0,0,0,0,0,0,0,0,0,0,0,0,0.000160734,0.000219378,0.000105617,0.000165327,0,0,0.000107119,0.000248498,0,0,0.000356084,0,0.000128024,0.000258846,0,0,0.00026178,0,0.000341806,0,0.000465407,0.000165782,0,0.000433902,0,0.003572161,0.000182617,0.000238531,0,0.00016591,0,0.000211881,0,0,0.000386109,0,0.000452668
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__IMCC26207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00010736,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__uncultured,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__Microtrichales.f__uncultured.g__uncultured,0,0.000151696,0,0,0,0,0.000408994,0.000681991,0,0,0,0,0,0,0,0,0,0.000224995,0.000756128,0.001458558,0.000131136,0,0,0,0,0,0,0,0,0,0,0,0,0.0005163,0.000345216,0.001113664,0.000386908,0,0,0,0,0,0,0.000291872,0,0,0,0,0,0,0,0,0,0,0.000657055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180726,0,0,0,0.000139957,0.000128024,0,0,0.00012666,0,0.00012931,0.000217513,0,0.000276336,0.000143678,0,0.00010331,0,0,0,0,0.000159599,0,0.000173055,0.000192619,0,0,0.000136274,0,0.000358362
d__Bacteria.p__Actinobacteriota.c__Acidimicrobiia.o__uncultured.f__uncultured.g__uncultured,0,0,0,0,0,0,0.000224947,0.000802343,0,0.000100534,0,0,0,0,0.000109575,0.000108486,0.000663123,0.000153406,0.000531333,0.001300019,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000921965,0.000121841,0.00084404,0.000271881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000595068,0,0,0,0.000310484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000168987,0,0,0.000126869,0,0.000112954,0,0,0,0,0,0,0,0,0,0,0.000341806,0,0,0.00015473,0,0,0.000151464,0,0,0,0,0,0,0.000250404,0,0,0.000113562,0,0.001697505
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.__.__.__,0,0,0,0,0,0.000103357,0,0.000100293,0,0,0,0,0,0,0,0.000141031,0.000103613,0,0.000173705,0.000211385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000282736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222474,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__0319.7L14.f__0319.7L14.g__0319.7L14,0,0,0,0.001032196,0,0.00031007,0.002873181,0.003680748,0,0.000100534,0,0.000219688,0.000295105,0,0.000821813,0.000184426,0.000746013,0.000644304,0.004608295,0.010019659,0.000312708,0,0,0,0.000125844,0,0,0,0,0,0,0,0,0.004351674,0.001756541,0.005204914,0.002833839,0,0,0,0,0,0,0.001515492,0,0,0,0,0,0,0,0,0,0,0.004227465,0,0,0,0.000110172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104466,0,0.000311578,0,0.000269597,0.000303504,0.001152126,0.000256445,0.000291306,0.000125111,0.001019684,0.00073258,0.000172564,0,0.000857391,0.00039267,0.000880922,0.001740103,0.000186372,0.001556205,0.00081786,0.000598967,0.000557874,0.000721681,0.00015616,0.000257323,0,0.000940797,0.000126873,0.00101361,0.001617998,0.000308147,0.000270838,0.000635944,0.000127495,0.001471171
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00211307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108835,0,0,0,0,0,0,0,0,0,0,0,0,0.000206163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002442529,0,0,0,0,0,0,0,0,0,0,0.000170012,0,0.00286175,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium,0,0,0,0.000625573,0,0,0.000102248,0.000250732,0,0,0,0,0,0,0.000703106,0,0,0,0,0.000126831,0,0,0,0,0,0,0.000131243,0.018806327,0.000210656,0,0.000111951,0,0,0.000208979,0.000192915,0.000246178,0.000428736,0.000196936,0,0.000485391,0,0,0,0,0,0,0,0,0,0,0.000268025,0,0,0,0,0,0,0,0,0,0,0,0,0.000217671,0,0,0,0,0,0,0,0,0,0,0,0.003215879,0,0,0,0,0,0,0,0,0.000251656,0,0,0.000119983,0.00130926,0,0,0,0,0,0,0,0,0.001427729,0,0,0.001044259,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Catenulisporales.f__Catenulisporaceae.g__Catenulispora,0,0,0,0,0,0.000749335,0,0,0,0,0,0,0,0,0,0,0,0.000961342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000204312,0,0.000182762,0.000304792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Corynebacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001246712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001372698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Corynebacteriaceae.g__Lawsonella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000202066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Dietziaceae.g__Dietzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047576,0,0,0,0,0,0.000219932,0,0.000373888,0,0,0,0,0,0,0,0,0,0.000144634,0.000641494,0,0,0,0,0.003064461,0,0,0,0.002176373,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Mycobacteriaceae.g__Mycobacterium,0,0,0,0.000145967,0,0,0.00067484,0.000551611,0,0.000392082,0,0.00011462,0.000193345,0,0.000246544,0,0.000507704,0.000409082,0.000950269,0.001331727,0.000100874,0,0,0,0,0,0,0.000253568,0,0,0,0,0,0.001216994,0.000629512,0.001066773,0.000470564,0,0,0,0,0,0,0.000639874,0,0,0,0,0,0,0,0,0,0,0.000285137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000222474,0,0,0
d__Bacteria.p__Actinobacteriota.c__Actinobacteria.o__Corynebacteriales.f__Nocardiaceae.g__Nocardia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000111011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
